book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
7441,18316089,18316089,25649723,27,1400067243,9781400067240.0,Amy Bloom,2014.0,Lucky Us,Lucky Us,,3.21,11205,13391,1902,681,2312,5208,3845,1345,https://images.gr-assets.com/books/1400853144m/18316089.jpg,https://images.gr-assets.com/books/1400853144s/18316089.jpg
7451,9266810,9266810,14147661,21,61701246,9780061701240.0,Sarah Mlynowski,2011.0,Ten Things We Did (and Probably Shouldn't Have) ,Ten Things We Did (and Probably Shouldn't Have),en-US,3.74,15396,17430,1697,461,1478,4936,5757,4798,https://images.gr-assets.com/books/1293821561m/9266810.jpg,https://images.gr-assets.com/books/1293821561s/9266810.jpg
7454,96082,96082,7403922,58,316713732,9780316713730.0,Anita Shreve,2001.0,The Last Time They Met,The Last Time They Met,,3.48,13180,14791,1229,618,1715,5119,4568,2771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7461,18089551,18089551,25403808,12,,,Tammy Falkner,2013.0,,"Tall, Tatted and Tempting (The Reed Brothers, #1)",en-US,4.23,24680,24955,1862,267,699,3437,9286,11266,https://images.gr-assets.com/books/1371580822m/18089551.jpg,https://images.gr-assets.com/books/1371580822s/18089551.jpg
7468,15673,15673,226002,25,747569118,9780747569110.0,Louis Sachar,1995.0,Wayside School Gets a Little Stranger,Wayside School Gets A Little Stranger (Wayside School #3),eng,4.18,15566,16501,435,208,599,2935,5001,7758,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7482,22367526,22367526,41777804,30,399169520,9780399169530.0,M.O. Walsh,2015.0,My Sunshine Away,My Sunshine Away,eng,3.6,11118,13135,1810,350,1262,4050,5109,2364,https://images.gr-assets.com/books/1412528921m/22367526.jpg,https://images.gr-assets.com/books/1412528921s/22367526.jpg
7483,370057,370057,360032,18,1414310587,9781414310590.0,Dee Henderson,2001.0,The Truth Seeker (O'Malley #3),The Truth Seeker (O'Malley #3),,4.39,13796,14433,284,72,233,1735,4364,8029,https://images.gr-assets.com/books/1406514043m/370057.jpg,https://images.gr-assets.com/books/1406514043s/370057.jpg
7486,7907782,7907782,11176006,50,393079988,9780393079980.0,Nicole Krauss,2010.0,Great House,Great House,eng,3.45,13582,14979,2220,634,1954,4900,4987,2504,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7489,95619,95619,1465705,21,842365834,9780842365830.0,Francine Rivers,2003.0,And the Shofar Blew,And the Shofar Blew,eng,4.11,11618,12125,482,154,510,2258,4069,5134,https://images.gr-assets.com/books/1406507476m/95619.jpg,https://images.gr-assets.com/books/1406507476s/95619.jpg
7499,120461,120461,1064288,86,2226135022,9782226135020.0,Éric-Emmanuel Schmitt,1996.0,Oscar et la dame rose,Oscar et la dame rose,,4.2,9928,16496,1072,255,663,2516,5141,7921,https://images.gr-assets.com/books/1399593530m/120461.jpg,https://images.gr-assets.com/books/1399593530s/120461.jpg
7504,766917,766917,3259531,24,140309276,9780140309270.0,Robert McCloskey,1942.0,Homer Price,Homer Price (A Puffin Book),eng,4.07,16836,17255,444,253,666,3602,5764,6970,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7508,6606456,6606456,6800379,29,345471016,9780345471020.0,Nancy Pickard,2010.0,The Scent of Rain and Lightning,The Scent of Rain and Lightning,eng,3.79,14423,15925,2098,201,903,4337,7048,3436,https://images.gr-assets.com/books/1320509039m/6606456.jpg,https://images.gr-assets.com/books/1320509039s/6606456.jpg
7510,17835766,17835766,24956525,24,,,Abbi Glines,2014.0,One More Chance,"One More Chance (Rosemary Beach, #8; Chance, #2)",eng,4.29,23899,25308,1898,211,707,3304,8413,12673,https://images.gr-assets.com/books/1397837715m/17835766.jpg,https://images.gr-assets.com/books/1397837715s/17835766.jpg
7514,303454,303454,1879,13,689857950,9780689857960.0,Margaret Peterson Haddix,2004.0,"Among the Brave (Shadow Children, #5)","Among the Brave (Shadow Children, #5)",en-US,4.14,16527,16985,565,90,472,3307,6133,6983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7516,1025039,1025039,2452440,8,1931514585,9781931514580.0,Fuyumi Soryo,1996.0,マース (Mars) #1,"Mars, Volume 01",eng,4.13,14044,14105,221,460,754,2411,3337,7143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7520,332348,332348,1214929,28,385340117,9780385340110.0,Michelle Richmond,2006.0,The Year of Fog,The Year of Fog,,3.46,12248,13257,2229,375,1625,4774,4499,1984,https://images.gr-assets.com/books/1320513174m/332348.jpg,https://images.gr-assets.com/books/1320513174s/332348.jpg
7526,235127,235127,6573248,20,1416909834,9781416909840.0,Andrew Clements,2007.0,No Talking,No Talking,eng,3.94,14083,14531,1070,264,875,3428,4864,5100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7530,16066586,19155234,21857831,17,,,Natasha Preston,2014.0,,"The Cellar (The Cellar, #1)",eng,3.94,8103,16424,1977,529,1197,3211,5261,6226,https://images.gr-assets.com/books/1349350056m/16066586.jpg,https://images.gr-assets.com/books/1349350056s/16066586.jpg
7532,18775203,18775203,26680333,19,1476766665,9781476766670.0,Alice Clayton,2014.0,,"Rusty Nailed (Cocktail, #2)",eng,3.97,22614,25456,2243,258,1134,5808,10237,8019,https://images.gr-assets.com/books/1470670923m/18775203.jpg,https://images.gr-assets.com/books/1470670923s/18775203.jpg
7545,18775284,18775284,26680417,13,1476764581,9781476764580.0,Courtney Maum,2014.0,I Am Having So Much Fun Here Without You,I Am Having So Much Fun Here Without You,eng,3.37,9374,10879,1156,539,1533,3835,3270,1702,https://images.gr-assets.com/books/1403390765m/18775284.jpg,https://images.gr-assets.com/books/1403390765s/18775284.jpg
7546,22192,22192,1588093,48,316912123,9780316912130.0,Cecily von Ziegesar,2003.0,All I Want Is Everything,"All I Want is Everything (Gossip Girl, #3)",eng,3.56,15467,16076,422,433,1879,5728,4270,3766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7555,18806240,18806240,26737294,16,,,Laura Ruby,2015.0,Bone Gap,Bone Gap,eng,3.86,15150,16756,3451,315,1133,3937,6550,4821,https://images.gr-assets.com/books/1402928507m/18806240.jpg,https://images.gr-assets.com/books/1402928507s/18806240.jpg
7556,52471,52471,2179632,34,743430344,9780743430340.0,Adriana Trigiani,2001.0,"Big Cherry Holler (Big Stone Gap, Book 2)","Big Cherry Holler (Big Stone Gap, #2)",eng,3.92,13356,14754,706,110,609,3763,6071,4201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7558,90475,90475,1361086,54,60096187,9780060096180.0,Meg Cabot,2004.0,Teen Idol,Teen Idol,en-US,3.53,20271,21934,871,529,2631,7845,6621,4308,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7561,2179832,2179832,3341228,44,61573132,9780061573130.0,James Frey,2008.0,Bright Shiny Morning,Bright Shiny Morning,eng,3.8,10762,11777,1397,332,966,2832,4244,3403,https://images.gr-assets.com/books/1415586680m/2179832.jpg,https://images.gr-assets.com/books/1415586680s/2179832.jpg
7562,2267195,2267195,1731763,16,078915479X,9780789154800.0,Kate Chopin,1894.0,The Story of an Hour,The Story of an Hour,eng,4.08,13308,14687,438,198,611,2944,4950,5984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7565,7531478,7531478,9776802,12,193481332X,9781934813320.0,Cheryl Rainfield,2010.0,Scars,Scars,en-US,4.17,12452,12976,1018,318,683,2056,3285,6634,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7566,5941079,5941079,6113554,25,60837381,9780060837390.0,Mary Kay Andrews,2009.0,The Fixer Upper,The Fixer Upper,en-US,3.88,14560,15813,1339,161,704,4204,6545,4199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7579,29744,29744,2971270,79,679601597,9780679601590.0,Philip Roth,1959.0,"Goodbye, Columbus and Five Short Stories","Goodbye, Columbus and Five Short Stories",,3.87,10089,12882,693,137,641,3338,5467,3299,https://images.gr-assets.com/books/1408068287m/29744.jpg,https://images.gr-assets.com/books/1408068287s/29744.jpg
7588,6871737,6871737,7088141,15,375836888,9780375836890.0,Jennifer L. Holm,2010.0,,Turtle in Paradise,en-US,3.93,14714,15179,1712,298,803,3534,5590,4954,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7610,13167062,13167062,18346304,16,312642717,9780312642720.0,Mary Kay Andrews,2012.0,,Spring Fever,en-US,3.92,14050,15456,1344,162,623,3846,6493,4332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7626,95658,95658,49274,18,316701319,9780316701310.0,Lisi Harrison,2004.0,"Best Friends for Never (The Clique, #2)","Best Friends for Never (The Clique, #2)",,3.73,15345,15578,849,519,1604,4324,4228,4903,https://images.gr-assets.com/books/1344263568m/95658.jpg,https://images.gr-assets.com/books/1344263568s/95658.jpg
7634,18666006,18666006,26489935,16,385534833,9780385534830.0,Chris Bohjalian,2014.0,"Close Your Eyes, Hold Hands","Close Your Eyes, Hold Hands",eng,3.59,12107,13725,2210,360,1372,4302,5187,2504,https://images.gr-assets.com/books/1392355248m/18666006.jpg,https://images.gr-assets.com/books/1392355248s/18666006.jpg
7654,11430,11430,13887,30,842382895,9780842382890.0,"Karen Kingsbury, Gary Smalley",2003.0,Return,"Return (Redemption, #3)",eng,4.44,11737,12329,279,49,165,1310,3623,7182,https://images.gr-assets.com/books/1406513762m/11430.jpg,https://images.gr-assets.com/books/1406513762s/11430.jpg
7658,12551077,12551077,17552643,11,1402271875,9781402271880.0,Miranda Kenneally,2012.0,Stealing Parker,Stealing Parker,en-US,3.88,15997,16789,1216,358,1110,4177,5628,5516,https://images.gr-assets.com/books/1334451985m/12551077.jpg,https://images.gr-assets.com/books/1334451985s/12551077.jpg
7659,26114516,26114516,45844277,13,1250065941,9781250065940.0,Mary Kay Andrews,2016.0,,The Weekenders,,3.7,11552,15018,1480,346,1272,4402,5586,3412,https://images.gr-assets.com/books/1459725725m/26114516.jpg,https://images.gr-assets.com/books/1459725725s/26114516.jpg
7680,439363,439363,428191,14,1421513439,9781421513430.0,"Aya Nakahara, Pookie Rolf",2001.0,ラブ★コン 1,"Love★Com, Vol. 1",eng,4.22,13801,13994,215,398,624,2107,3267,7598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7682,17948485,17948485,24502143,9,,2940044470150.0,Belle Aurora,2013.0,,"Friend-Zoned (Friend-Zoned, #1)",eng,3.99,20585,23368,2030,954,1413,4033,7575,9393,https://images.gr-assets.com/books/1369113567m/17948485.jpg,https://images.gr-assets.com/books/1369113567s/17948485.jpg
7684,59836,59836,1912773,55,440221315,9780440221320.0,Danielle Steel,1986.0,The Gift,The Gift,en-US,3.91,12382,13114,473,218,819,3420,4186,4471,https://images.gr-assets.com/books/1403190508m/59836.jpg,https://images.gr-assets.com/books/1403190508s/59836.jpg
7685,11699349,11699349,16646457,10,039925644X,9780399256450.0,Kristin Levine,2012.0,The Lions of Little Rock,The Lions of Little Rock,eng,4.22,12962,13692,1632,304,447,1744,4655,6542,https://images.gr-assets.com/books/1442034711m/11699349.jpg,https://images.gr-assets.com/books/1442034711s/11699349.jpg
7692,112874,112874,142735,35,1589190645,9781589190640.0,Jan Karon,1995.0,"These High, Green Hills","These High, Green Hills (Mitford Years, #3)",,4.27,14106,15486,475,45,202,2303,5939,6997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7705,17191012,17191012,23643463,9,,,Tijan,2013.0,,"Fallen Crest Family (Fallen Crest High, #2)",en-US,4.28,21259,21335,1064,188,650,2949,6716,10832,https://images.gr-assets.com/books/1370197330m/17191012.jpg,https://images.gr-assets.com/books/1370197330s/17191012.jpg
7708,10960383,10960383,15878096,20,446582352,9780446582350.0,Joshilyn Jackson,2010.0,,A Grown-Up Kind of Pretty,eng,3.93,14800,15821,2072,227,692,3406,7150,4346,https://images.gr-assets.com/books/1442347366m/10960383.jpg,https://images.gr-assets.com/books/1442347366s/10960383.jpg
7710,89884,89884,1168090,29,375725768,9780375725760.0,Kent Haruf,2004.0,Eventide,"Eventide (Plainsong, #2)",eng,4.16,12661,14087,1302,60,310,2220,6165,5332,https://images.gr-assets.com/books/1320471712m/89884.jpg,https://images.gr-assets.com/books/1320471712s/89884.jpg
7720,208146,208146,201468,23,395570352,9780395570360.0,Allen Say,1993.0,Grandfather's Journey,Grandfather's Journey,en-US,4.12,13337,13547,1138,257,579,2453,4269,5989,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7729,17325147,17325147,24022649,21,1477817158,9781477817160.0,Jessica Park,2013.0,Left Drowning,"Left Drowning (Left Drowning, #1)",eng,4.14,17461,20780,2437,480,934,3191,6684,9491,https://images.gr-assets.com/books/1372359048m/17325147.jpg,https://images.gr-assets.com/books/1372359048s/17325147.jpg
7730,7268995,7268995,8391024,18,1596434023,9781596434030.0,"Philip C. Stead, Erin E. Stead",2010.0,A Sick Day for Amos McGee,A Sick Day for Amos McGee,en-US,4.25,15444,15473,1925,275,522,2192,4630,7854,https://images.gr-assets.com/books/1312019421m/7268995.jpg,https://images.gr-assets.com/books/1312019421s/7268995.jpg
7731,18651980,18651980,26112550,23,62286447,9780062286440.0,Smith Henderson,2014.0,Fourth of July Creek,Fourth of July Creek,eng,3.83,10390,11935,1920,333,830,2600,4952,3220,https://images.gr-assets.com/books/1417981221m/18651980.jpg,https://images.gr-assets.com/books/1417981221s/18651980.jpg
7739,3268926,3268926,3132696,22,141659485X,9781416594860.0,Glenn Beck,2008.0,The Christmas Sweater,The Christmas Sweater,eng,3.79,12916,13413,2361,417,1064,3409,4573,3950,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7740,16074748,16074748,21525091,45,1442449632,9781442449630.0,Rachel Renée Russell,2010.0,Tales From a Not-So-Happy-Heartbreaker,"Tales from a Not-So-Happy Heartbreaker (Dork Diaries, #6)",eng,4.42,9554,13170,638,270,390,1405,2562,8543,https://images.gr-assets.com/books/1418103694m/16074748.jpg,https://images.gr-assets.com/books/1418103694s/16074748.jpg
7743,19501672,19501672,24797649,24,62294806,9780062294810.0,"J. Lynn, Jennifer L. Armentrout",2014.0,Stay with Me,"Stay with Me (Wait for You, #3)",eng,4.17,20654,23018,1876,222,726,3678,8588,9804,https://images.gr-assets.com/books/1400524327m/19501672.jpg,https://images.gr-assets.com/books/1400524327s/19501672.jpg
7745,13580928,13580928,19165894,14,1423166000,9781423166010.0,Ally Carter,2013.0,Perfect Scoundrels,"Perfect Scoundrels (Heist Society, #3)",en-GB,4.28,20029,20912,1711,145,406,2889,7463,10009,https://images.gr-assets.com/books/1340716595m/13580928.jpg,https://images.gr-assets.com/books/1340716595s/13580928.jpg
7749,3379,3379,91467,32,1582342156,9781582342150.0,Douglas Coupland,2001.0,All Families Are Psychotic,All Families are Psychotic,,3.69,10461,11830,531,211,923,3638,4592,2466,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7751,12029468,12029468,16995682,20,312591829,9780312591820.0,Jane Green,2012.0,Another Piece of My Heart,Another Piece of My Heart,eng,3.7,11882,13585,1451,327,1044,4059,5126,3029,https://images.gr-assets.com/books/1321468393m/12029468.jpg,https://images.gr-assets.com/books/1321468393s/12029468.jpg
7756,60142,60142,2115431,126,8466309152,9788466309160.0,Mario Vargas Llosa,1962.0,La ciudad y los perros,La ciudad y los perros,spa,4.09,9782,11826,497,182,427,2026,4708,4483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7757,18599754,18599754,26365948,22,62271121,9780062271130.0,Cammie McGovern,2014.0,Amy & Matthew,Say What You Will,eng,3.7,11559,13778,1905,408,1202,3951,4796,3421,https://images.gr-assets.com/books/1392738015m/18599754.jpg,https://images.gr-assets.com/books/1392738015s/18599754.jpg
7759,85993,85993,1926611,69,60724552,9780060724560.0,Meg Cabot,2006.0,Party Princess,"Party Princess (The Princess Diaries, #7)",,3.67,19068,21002,498,393,1893,7070,6487,5159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7771,19631,19631,1769,26,312241224,9780312241220.0,Lorrie Moore,1998.0,Birds of America: Stories,Birds of America,eng,4.12,10768,11602,976,140,476,1923,4416,4647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7796,491735,491735,461588,32,312313829,9780312313820.0,"Alisa Valdes, Alisa Valdes-Rodriguez",2003.0,The Dirty Girls Social Club,"The Dirty Girls Social Club (Dirty Girls, #1)",,3.46,11045,11639,686,695,1531,3681,3218,2514,https://images.gr-assets.com/books/1317066640m/491735.jpg,https://images.gr-assets.com/books/1317066640s/491735.jpg
7801,22296542,22296542,24945287,15,,,"Krista Ritchie, Becca Ritchie",2013.0,Addicted to You,"Addicted to You (Addicted, #1)",eng,3.9,12746,20746,2441,649,1326,4507,7324,6940,https://images.gr-assets.com/books/1400803526m/22296542.jpg,https://images.gr-assets.com/books/1400803526s/22296542.jpg
7802,22021611,22021611,41338754,10,698184890,9780698184890.0,Gayle Forman,2014.0,Just One Night,"Just One Night (Just One Day, #2.5)",eng,4.12,15986,17406,2018,231,805,3117,5774,7479,https://images.gr-assets.com/books/1398780998m/22021611.jpg,https://images.gr-assets.com/books/1398780998s/22021611.jpg
7805,71863,71863,2057013,53,439829127,9780439829120.0,John Marsden,1995.0,"The Third Day, The Frost","A Killing Frost (Tomorrow, #3)",,4.19,13199,15090,503,37,317,2500,6152,6084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7806,181077,181077,2029501,66,,9780698118030.0,"Eleanor Coerr, Ronald Himler",1977.0,Sadako and the Thousand Paper Cranes,Sadako and the Thousand Paper Cranes,,4.09,14578,16161,1195,160,562,3208,5901,6330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7815,23122175,23122175,42671149,8,,,Kristen Callihan,2015.0,The Friend Zone,"The Friend Zone (Game On, #2)",eng,4.21,21130,24009,1755,248,736,3451,8930,10644,https://images.gr-assets.com/books/1430227184m/23122175.jpg,https://images.gr-assets.com/books/1430227184s/23122175.jpg
7826,12722,12722,21887652,113,141185538,9780141185540.0,John Steinbeck,1942.0,The Moon Is Down,The Moon Is Down,eng,3.87,12809,14721,1051,166,734,3867,5998,3956,https://images.gr-assets.com/books/1327961310m/12722.jpg,https://images.gr-assets.com/books/1327961310s/12722.jpg
7828,12482658,12482658,17467408,41,307957276,9780307957280.0,Anne Tyler,2012.0,The Beginner's Goodbye,The Beginner's Goodbye,eng,3.58,12780,14812,2499,284,1301,5084,5812,2331,https://images.gr-assets.com/books/1333577280m/12482658.jpg,https://images.gr-assets.com/books/1333577280s/12482658.jpg
7840,759960,759960,1366476,52,440975344,9780440975340.0,S.E. Hinton,1975.0,Rumble Fish,Rumble Fish,,3.77,14002,14999,746,174,978,4692,5370,3785,https://images.gr-assets.com/books/1320491172m/759960.jpg,https://images.gr-assets.com/books/1320491172s/759960.jpg
7853,858514,858514,1705201,18,688170277,9780688170270.0,Kevin Henkes,2000.0,Wemberly Worried,Wemberly Worried,,4.22,14325,14500,900,191,496,2412,4300,7101,https://images.gr-assets.com/books/1415584914m/858514.jpg,https://images.gr-assets.com/books/1415584914s/858514.jpg
7878,417524,417524,150331,15,670878553,9780670878550.0,Simms Taback,1977.0,Joseph Had a Little Overcoat,Joseph Had a Little Overcoat,eng,4.12,14810,14844,1009,331,634,2661,4493,6725,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7879,511527,511527,499516,37,440867592,9780440867590.0,"Jacqueline Wilson, Nick Sharratt, Sue Heap",1995.0,Double Act,Double Act,en-GB,3.69,13204,13753,418,349,1340,4284,4004,3776,https://images.gr-assets.com/books/1353573624m/511527.jpg,https://images.gr-assets.com/books/1353573624s/511527.jpg
7880,1301153,1301153,1290335,53,60724617,9780060724610.0,Meg Cabot,2007.0,Princess Mia,"Princess Mia (The Princess Diaries, #9)",en-US,3.82,17889,19575,616,330,1383,5591,6451,5820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7881,290039,290039,281390,15,743218574,9780743218570.0,Omar Tyree,1993.0,Flyy Girl,"Flyy Girl (Flyy Girl, #1)",en-US,4.21,9869,11005,377,194,471,1807,2891,5642,https://images.gr-assets.com/books/1415677404m/290039.jpg,https://images.gr-assets.com/books/1415677404s/290039.jpg
7882,10374638,10374638,13897390,36,174275001X,9781742750020.0,Deborah Rodriguez,2011.0,A Cup of Friendship,The Little Coffee Shop of Kabul,eng,3.57,7607,12693,1571,434,1303,3880,4797,2279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7891,635083,635083,984587,21,688114490,9780688114500.0,Kevin Henkes,1993.0,Owen,Owen,eng,4.25,14919,15077,548,154,437,2390,4542,7554,https://images.gr-assets.com/books/1415585883m/635083.jpg,https://images.gr-assets.com/books/1415585883s/635083.jpg
7896,26722820,26722820,45981532,35,778319334,9780778319340.0,Phaedra Patrick,2016.0,The Curious Charms of Arthur Pepper,The Curious Charms of Arthur Pepper,eng,3.91,12080,15467,2820,101,585,3692,7255,3834,https://images.gr-assets.com/books/1456116507m/26722820.jpg,https://images.gr-assets.com/books/1456116507s/26722820.jpg
7901,21437200,21437200,40747882,12,080417072X,9780804170730.0,"Rob Thomas, Jennifer Graham",2015.0,Mr. Kiss and Tell ,"Mr. Kiss and Tell (Veronica Mars, #2)",eng,4.01,12729,15011,1836,58,324,3225,7201,4203,https://images.gr-assets.com/books/1405566768m/21437200.jpg,https://images.gr-assets.com/books/1405566768s/21437200.jpg
7905,12081467,12081467,17049448,27,375868429,9780375868430.0,Carl Hiaasen,2012.0,Chomp!,Chomp,eng,3.93,12832,14252,1864,214,657,3342,5684,4355,https://images.gr-assets.com/books/1320532144m/12081467.jpg,https://images.gr-assets.com/books/1320532144s/12081467.jpg
7914,24041443,24041443,43446244,37,055339231X,9780553392320.0,Vanessa Diffenbaugh,2015.0,We Never Asked for Wings,We Never Asked for Wings,eng,3.82,10972,13189,1791,152,617,3469,6173,2778,https://images.gr-assets.com/books/1432153065m/24041443.jpg,https://images.gr-assets.com/books/1432153065s/24041443.jpg
7915,23341894,23341894,26212678,17,1484705270,9781484705280.0,Tamara Ireland Stone,2015.0,Every Last Word,Every Last Word,eng,4.2,19214,20437,3021,419,756,2985,6362,9915,https://images.gr-assets.com/books/1431016937m/23341894.jpg,https://images.gr-assets.com/books/1431016937s/23341894.jpg
7919,2049993,2049993,2054929,30,141383356,9780141383350.0,Eoin Colfer,2007.0,Airman,Airman,eng,4.14,15257,16323,1347,197,619,2855,5757,6895,https://images.gr-assets.com/books/1327967233m/2049993.jpg,https://images.gr-assets.com/books/1327967233s/2049993.jpg
7928,815158,815158,2028676,12,525456074,9780525456070.0,Paul O. Zelinsky,1997.0,Rapunzel,Rapunzel,eng,4.16,13896,14376,921,121,466,2934,4328,6527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7943,522471,522471,510354,30,142404241,9780142404250.0,Joan Bauer,2000.0,Hope Was Here,Hope Was Here,eng,4.0,14954,15670,1340,217,738,3408,5832,5475,https://images.gr-assets.com/books/1309211597m/522471.jpg,https://images.gr-assets.com/books/1309211597s/522471.jpg
7956,16301111,16301111,19927826,6,,,Kirsty Moseley,2012.0,Best Friends with a Self-Confessed Player,"Always You (Best Friend, #1)",eng,3.96,18043,18343,1120,870,1297,3207,5371,7598,https://images.gr-assets.com/books/1438766503m/16301111.jpg,https://images.gr-assets.com/books/1438766503s/16301111.jpg
7959,56066,56066,2317186,20,60564679,9780060564670.0,Mary Kay Andrews,2006.0,Savannah Breeze,"Savannah Breeze (Weezie and Bebe Mysteries, #2)",eng,4.05,13053,14169,779,81,428,3081,5757,4822,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
